Store ID,Product ID,Avg_Daily_Demand,Std_Daily_Demand,Avg_Price,Avg_Inventory,Min_Inventory,Low_Stock_Days,Total_Days,Total_Revenue,Safety_Stock,Reorder_Point,Annual_Demand,Holding_Cost_Per_Unit,EOQ,Stockout_Risk_Pct,Recommendation
S001,P0017,136.44870041039673,108.96537609105432,55.53049247606019,285.6511627906977,50,10,731,4909928.5815,476.0,1431.0,49803.77564979481,11.106098495212038,670.0,1.37,"🟡 WARNING — Below reorder point, place order now"
S001,P0018,138.81668946648426,109.09711293085292,55.28614227086183,282.5526675786594,51,5,731,5160533.0915,476.0,1448.0,50668.091655266755,11.057228454172368,677.0,0.68,"🟡 WARNING — Below reorder point, place order now"
S001,P0019,134.73050615595076,109.54662427486042,55.11626538987688,277.1422708618331,50,7,731,4763207.88,478.0,1421.0,49176.63474692203,11.023253077975376,668.0,0.96,"🟡 WARNING — Below reorder point, place order now"
S001,P0020,138.3638850889193,111.24549679398355,55.541367989056084,276.0218878248974,50,9,731,5033913.454,486.0,1455.0,50502.81805745554,11.108273597811218,674.0,1.23,"🟡 WARNING — Below reorder point, place order now"
S002,P0001,145.00547195622434,113.5742710234577,53.701709986320104,278.343365253078,50,13,731,5165898.5635,496.0,1511.0,52926.997264021884,10.740341997264022,702.0,1.78,"🟡 WARNING — Below reorder point, place order now"
S002,P0002,128.78659370725035,106.05093573707896,56.036757865937076,266.42544459644324,50,5,731,4749443.071,463.0,1365.0,47007.106703146375,11.207351573187417,648.0,0.68,"🟡 WARNING — Below reorder point, place order now"
S002,P0003,133.00547195622434,111.33821100723073,55.012941176470584,273.89603283173733,51,8,731,4726422.439,486.0,1417.0,48546.997264021884,11.002588235294118,664.0,1.09,"🟡 WARNING — Below reorder point, place order now"
S002,P0004,138.4268125854993,108.64648488267214,54.794582763337885,272.05882352941177,54,2,731,4934740.7125,474.0,1443.0,50525.78659370725,10.958916552667578,679.0,0.27,"🟡 WARNING — Below reorder point, place order now"
S002,P0005,132.5718194254446,104.43645888526372,56.30813953488372,271.0902872777018,50,10,731,4972554.3275,456.0,1384.0,48388.71409028728,11.261627906976745,655.0,1.37,"🟡 WARNING — Below reorder point, place order now"
S002,P0006,133.26675786593708,105.04498046477056,54.17949384404925,270.12448700410397,50,6,731,4729822.626,459.0,1392.0,48642.366621067034,10.83589876880985,670.0,0.82,"🟡 WARNING — Below reorder point, place order now"
S002,P0007,137.62106703146375,112.77169344850438,54.6489876880985,274.86046511627904,50,8,731,5025875.92,492.0,1455.0,50231.68946648427,10.9297975376197,678.0,1.09,"🟡 WARNING — Below reorder point, place order now"
S002,P0008,128.8987688098495,106.8498402822629,55.95887824897401,268.76607387140905,50,10,731,4766807.245,466.0,1368.0,47048.05061559507,11.191775649794803,648.0,1.37,"🟡 WARNING — Below reorder point, place order now"
S002,P0009,144.1532147742818,112.42161860021477,55.47526675786593,282.94801641586866,50,12,731,5326447.308,491.0,1500.0,52615.92339261285,11.095053351573187,689.0,1.64,"🟡 WARNING — Below reorder point, place order now"
S002,P0010,135.44733242134063,112.86893066737879,54.85242134062928,272.5485636114911,50,5,731,4756370.718,493.0,1441.0,49438.276333789334,10.970484268125857,671.0,0.68,"🟡 WARNING — Below reorder point, place order now"
S002,P0011,135.62927496580028,108.68977175552503,57.95499316005472,269.3488372093023,50,9,731,5195721.2515,474.0,1423.0,49504.6853625171,11.590998632010944,654.0,1.23,"🟡 WARNING — Below reorder point, place order now"
S002,P0012,140.25718194254446,111.77827643111473,52.90084815321477,271.63064295485634,51,4,731,4877179.8725,488.0,1470.0,51193.87140902873,10.580169630642954,696.0,0.55,"🟡 WARNING — Below reorder point, place order now"
S002,P0013,134.22161422708618,106.21054367142533,55.17993160054719,277.5512995896033,52,3,731,4906755.2645000005,464.0,1404.0,48990.889192886454,11.035986320109439,666.0,0.41,"🟡 WARNING — Below reorder point, place order now"
S002,P0014,134.406292749658,105.0137912081489,55.67681258549931,272.16279069767444,50,16,731,4883489.322,458.0,1399.0,49058.29685362517,11.135362517099864,664.0,2.19,"🟡 WARNING — Below reorder point, place order now"
S002,P0015,130.78796169630644,104.00118633453319,54.904705882352935,269.6867305061559,50,9,731,4772821.278,454.0,1370.0,47737.60601915185,10.980941176470587,659.0,1.23,"🟡 WARNING — Below reorder point, place order now"
S002,P0016,138.24760601915185,108.40938507185744,55.531792065663474,285.46648426812584,50,11,731,5158969.152,473.0,1441.0,50460.37619699042,11.106358413132696,674.0,1.5,"🟡 WARNING — Below reorder point, place order now"
S002,P0017,132.31053351573186,106.46327110498018,53.28300957592339,274.2147742818058,50,9,731,4673827.4565,465.0,1391.0,48293.34473324213,10.656601915184678,673.0,1.23,"🟡 WARNING — Below reorder point, place order now"
S002,P0018,140.19425444596442,111.48600511636609,54.40798905608755,272.02599179206567,50,8,731,5025106.9545,487.0,1468.0,51170.90287277701,10.88159781121751,686.0,1.09,"🟡 WARNING — Below reorder point, place order now"
S002,P0019,131.82626538987688,107.4316025524728,54.48688098495212,267.09986320109437,50,6,731,4751136.961,469.0,1392.0,48116.586867305065,10.897376196990425,664.0,0.82,"🟡 WARNING — Below reorder point, place order now"
S002,P0020,144.10807113543092,113.53653966400911,56.87057455540356,276.30916552667577,51,11,731,5550613.658,496.0,1505.0,52599.445964432285,11.374114911080712,680.0,1.5,"🟡 WARNING — Below reorder point, place order now"
S003,P0001,129.4391244870041,106.35729419659694,56.07571819425444,274.6812585499316,50,4,731,4730937.796,464.0,1370.0,47245.2804377565,11.21514363885089,649.0,0.55,"🟡 WARNING — Below reorder point, place order now"
S003,P0002,142.74965800273597,111.97201942201693,53.98410396716826,282.2831737346101,51,5,731,5054959.0035,489.0,1488.0,52103.62517099863,10.796820793433653,695.0,0.68,"🟡 WARNING — Below reorder point, place order now"
S003,P0003,126.6155950752394,102.90707992614607,55.43459644322846,270.2065663474692,50,12,731,4644443.394,449.0,1335.0,46214.69220246238,11.086919288645692,646.0,1.64,"🟡 WARNING — Below reorder point, place order now"
S003,P0004,132.2298221614227,104.88645778759336,55.08593707250342,269.93570451436386,50,7,731,4834375.7625,458.0,1384.0,48263.88508891928,11.017187414500684,662.0,0.96,"🟡 WARNING — Below reorder point, place order now"
S003,P0005,144.1969904240766,109.33996019314995,54.43176470588236,277.56634746922026,50,7,731,5170893.5475,477.0,1486.0,52631.90150478796,10.886352941176472,695.0,0.96,"🟡 WARNING — Below reorder point, place order now"
S003,P0006,139.7715458276334,114.09931295432166,56.278796169630645,277.81942544459645,50,6,731,5254723.2045,498.0,1476.0,51016.61422708619,11.25575923392613,673.0,0.82,"🟡 WARNING — Below reorder point, place order now"
S003,P0007,138.8016415868673,110.78787727331068,56.67221614227086,279.9753761969904,52,2,731,5260915.154,484.0,1456.0,50662.59917920657,11.334443228454173,669.0,0.27,"🟡 WARNING — Below reorder point, place order now"
S003,P0008,133.87688098495212,109.75859512814928,54.294993160054716,277.187414500684,50,8,731,4770510.5975,479.0,1416.0,48865.06155950752,10.858998632010945,671.0,1.09,"🟡 WARNING — Below reorder point, place order now"
S003,P0009,140.46785225718193,112.71413711169038,54.2072366621067,280.16005471956225,50,4,731,4908058.928,492.0,1475.0,51270.766073871404,10.84144733242134,688.0,0.55,"🟡 WARNING — Below reorder point, place order now"
S003,P0010,136.00820793433653,109.32285947490756,55.109726402188784,265.29138166894666,50,7,731,4815351.1075,477.0,1429.0,49642.99589603283,11.021945280437757,671.0,0.96,"🟡 WARNING — Below reorder point, place order now"
S003,P0011,138.703146374829,108.62368483850555,56.45790697674419,274.6333789329685,50,9,731,5159375.0895,474.0,1445.0,50626.648426812586,11.291581395348839,670.0,1.23,"🟡 WARNING — Below reorder point, place order now"
S003,P0012,137.52257181942545,111.9082328160302,54.289179206566345,276.7674418604651,50,8,731,4911017.502,489.0,1452.0,50195.73871409029,10.85783584131327,680.0,1.09,"🟡 WARNING — Below reorder point, place order now"
S003,P0013,147.03009575923392,112.60350695220833,55.95893296853625,285.26128590971274,50,9,731,5472317.947,492.0,1521.0,53665.98495212038,11.191786593707251,692.0,1.23,"🟡 WARNING — Below reorder point, place order now"
S003,P0014,143.89603283173736,113.02368583435276,55.805362517099866,290.8659370725034,50,9,731,5278805.138,493.0,1500.0,52522.05198358413,11.161072503419973,686.0,1.23,"🟡 WARNING — Below reorder point, place order now"
S003,P0015,138.3296853625171,108.01200812129186,54.266142270861835,279.2722298221614,50,8,731,4870135.7525,472.0,1440.0,50490.33515731874,10.853228454172367,682.0,1.09,"🟡 WARNING — Below reorder point, place order now"
S003,P0016,141.7797537619699,111.65492057297993,53.48001367989056,277.9876880984952,50,5,731,5041118.573,487.0,1479.0,51749.61012311902,10.696002735978112,696.0,0.68,"🟡 WARNING — Below reorder point, place order now"
S003,P0017,143.0451436388509,107.77586782433052,54.51012311901505,277.15047879616964,51,4,731,5045083.2645,470.0,1471.0,52211.47742818058,10.90202462380301,692.0,0.55,"🟡 WARNING — Below reorder point, place order now"
S003,P0018,132.02051983584133,108.30291545553044,54.79538987688098,269.781121751026,50,7,731,4760704.882,473.0,1397.0,48187.489740082085,10.959077975376196,663.0,0.96,"🟡 WARNING — Below reorder point, place order now"
S003,P0019,142.9876880984952,111.19987489640695,54.95452804377565,277.96853625170996,52,6,731,5049739.4725,485.0,1486.0,52190.506155950745,10.990905608755131,689.0,0.82,"🟡 WARNING — Below reorder point, place order now"
S003,P0020,137.55403556771546,108.505985035326,55.59103967168263,272.6511627906977,51,8,731,5000936.346,474.0,1437.0,50207.222982216146,11.118207934336526,672.0,1.09,"🟡 WARNING — Below reorder point, place order now"
S004,P0001,138.53625170998632,110.96888240446259,54.69290013679891,270.7879616963064,50,12,731,5019731.1325,484.0,1454.0,50565.73187414501,10.938580027359784,680.0,1.64,"🟡 WARNING — Below reorder point, place order now"
S004,P0002,130.44870041039673,103.44434561018655,56.290109439124485,269.37482900136797,51,12,731,4735345.2325,452.0,1365.0,47613.77564979481,11.258021887824897,650.0,1.64,"🟡 WARNING — Below reorder point, place order now"
S004,P0003,129.18741450068399,107.45779244176163,54.895294117647055,272.0232558139535,50,10,731,4791068.159,469.0,1373.0,47153.406292749656,10.979058823529412,655.0,1.37,"🟡 WARNING — Below reorder point, place order now"
S004,P0004,131.07250341997263,107.11691958827265,56.54269493844049,270.1846785225718,50,8,731,4843556.4120000005,468.0,1386.0,47841.463748290014,11.308538987688099,650.0,1.09,"🟡 WARNING — Below reorder point, place order now"
S004,P0005,137.22161422708618,107.08327382082236,56.51782489740082,270.4500683994528,50,6,731,5115495.6545,467.0,1428.0,50085.889192886454,11.303564979480164,666.0,0.82,"🟡 WARNING — Below reorder point, place order now"
S004,P0006,141.10396716826264,108.43642224442635,52.69305061559508,273.59781121751024,50,11,731,4887712.8035,473.0,1461.0,51502.94801641587,10.538610123119016,699.0,1.5,"🟡 WARNING — Below reorder point, place order now"
S004,P0007,130.38166894664843,105.83721355506863,54.06019151846785,262.12722298221615,50,5,731,4647222.552,462.0,1375.0,47589.309165526676,10.812038303693571,663.0,0.68,"🟡 WARNING — Below reorder point, place order now"
S004,P0008,134.5704514363885,106.93720550026958,56.100793433652534,273.2872777017784,50,7,731,4935575.765,467.0,1409.0,49118.214774281805,11.220158686730507,662.0,0.96,"🟡 WARNING — Below reorder point, place order now"
S004,P0009,134.59644322845418,112.50827641246958,55.32694938440493,270.7318741450068,50,15,731,4734636.4955,491.0,1433.0,49127.701778385774,11.065389876880985,666.0,2.05,"🟡 WARNING — Below reorder point, place order now"
S004,P0010,137.79480164158687,111.13236104560265,54.69833105335158,280.3871409028728,50,4,731,4977149.632,485.0,1450.0,50295.102599179205,10.939666210670318,678.0,0.55,"🟡 WARNING — Below reorder point, place order now"
S004,P0011,139.7387140902873,106.62313027727609,56.35678522571819,271.7250341997264,50,7,731,5232235.138,465.0,1443.0,51004.63064295486,11.271357045143638,673.0,0.96,"🟡 WARNING — Below reorder point, place order now"
S004,P0012,131.77428180574555,103.96000124190255,56.86109439124487,268.75376196990425,50,10,731,4848721.262,454.0,1376.0,48097.61285909713,11.372218878248974,650.0,1.37,"🟡 WARNING — Below reorder point, place order now"
S004,P0013,131.3939808481532,104.83602678309296,54.298139534883724,265.2065663474692,50,10,731,4802142.6845,458.0,1378.0,47958.80300957592,10.859627906976746,665.0,1.37,"🟡 WARNING — Below reorder point, place order now"
S004,P0014,142.13953488372093,110.99633319527744,55.50711354309165,282.3515731874145,54,2,731,5083147.378,485.0,1480.0,51880.93023255814,11.10142270861833,684.0,0.27,"🟡 WARNING — Below reorder point, place order now"
S004,P0015,137.70725034199725,108.20158350684117,53.92797537619699,277.69083447332423,51,3,731,4939332.915,472.0,1436.0,50263.146374829,10.7855950752394,683.0,0.41,"🟡 WARNING — Below reorder point, place order now"
S004,P0016,143.33378932968537,107.6979957802064,55.0512585499316,280.2722298221614,53,5,731,5214095.77,470.0,1473.0,52316.833105335165,11.01025170998632,689.0,0.68,"🟡 WARNING — Below reorder point, place order now"
S004,P0017,135.59917920656633,107.62738587880963,54.87198358413132,271.98632010943913,51,12,731,4812810.8265,470.0,1419.0,49493.70041039671,10.974396716826265,672.0,1.64,"🟡 WARNING — Below reorder point, place order now"
S004,P0018,128.62243502051984,103.71676257214219,54.595964432284546,267.5595075239398,51,11,731,4632773.6865,453.0,1353.0,46947.18878248974,10.91919288645691,656.0,1.5,"🟡 WARNING — Below reorder point, place order now"
S004,P0019,136.52257181942545,110.57376127090852,54.860109439124486,272.4897400820793,50,11,731,4969937.331,483.0,1439.0,49830.73871409029,10.972021887824898,674.0,1.5,"🟡 WARNING — Below reorder point, place order now"
S004,P0020,135.83994528043775,106.71924678831598,54.33715458276334,275.1080711354309,50,13,731,4834449.431,466.0,1417.0,49581.58002735978,10.867430916552669,675.0,1.78,"🟡 WARNING — Below reorder point, place order now"
S005,P0001,131.0547195622435,106.90544927111807,53.20894664842681,268.33242134062925,50,6,731,4652382.1435,467.0,1384.0,47834.972640218875,10.641789329685363,670.0,0.82,"🟡 WARNING — Below reorder point, place order now"
S005,P0002,134.3187414500684,105.80630230369552,54.5744049247606,264.98358413132695,50,4,731,4833705.8465,462.0,1402.0,49026.340629274964,10.91488098495212,670.0,0.55,"🟡 WARNING — Below reorder point, place order now"
S005,P0003,144.55129958960327,111.92577546777223,54.74887824897401,283.99452804377563,50,6,731,5317435.123,489.0,1501.0,52761.22435020519,10.949775649794802,694.0,0.82,"🟡 WARNING — Below reorder point, place order now"
S005,P0004,135.20656634746922,111.78194164252096,55.665622435020516,269.69630642954854,50,10,731,4976607.2195,488.0,1434.0,49350.39671682627,11.133124487004103,666.0,1.37,"🟡 WARNING — Below reorder point, place order now"
S005,P0005,141.86456908344732,105.77498469281909,53.966114911080716,276.77701778385773,50,10,731,5102046.104,462.0,1455.0,51780.56771545827,10.793222982216143,693.0,1.37,"🟡 WARNING — Below reorder point, place order now"
S005,P0006,135.25444596443228,107.17878210236412,55.39536251709987,273.3611491108071,50,6,731,4954641.1025,468.0,1415.0,49367.87277701778,11.079072503419974,668.0,0.82,"🟡 WARNING — Below reorder point, place order now"
S005,P0007,138.43775649794802,111.87697449345477,54.504678522571815,278.19151846785223,50,10,731,4908432.996,488.0,1457.0,50529.781121751024,10.900935704514364,681.0,1.37,"🟡 WARNING — Below reorder point, place order now"
S005,P0008,133.8700410396717,111.20045243513685,55.26083447332421,274.70861833105334,52,1,731,4821422.2615,485.0,1422.0,48862.564979480165,11.052166894664843,665.0,0.14,"🟡 WARNING — Below reorder point, place order now"
S005,P0009,136.19425444596442,107.78041105896416,55.371614227086184,272.25581395348837,50,9,731,5015403.4695,471.0,1424.0,49710.90287277701,11.074322845417237,670.0,1.23,"🟡 WARNING — Below reorder point, place order now"
S005,P0010,137.55266757865937,109.45874760751558,55.52404924760602,281.49931600547194,50,10,731,5078005.339,478.0,1441.0,50206.723666210666,11.104809849521205,672.0,1.37,"🟡 WARNING — Below reorder point, place order now"
S005,P0011,136.5581395348837,107.5099376041918,57.01518467852257,279.13679890560877,51,4,731,5169787.3875,469.0,1425.0,49843.72093023255,11.403036935704515,661.0,0.55,"🟡 WARNING — Below reorder point, place order now"
S005,P0012,134.65389876880985,108.37954260526632,56.713556771545825,278.64432284541726,50,6,731,5003277.244,473.0,1416.0,49148.673050615595,11.342711354309166,658.0,0.82,"🟡 WARNING — Below reorder point, place order now"
S005,P0013,139.32147742818057,107.31240690187924,55.07261285909713,283.80711354309165,50,9,731,5155111.819,468.0,1443.0,50852.33926128591,11.014522571819427,679.0,1.23,"🟡 WARNING — Below reorder point, place order now"
S005,P0014,137.35841313269495,111.1665792869202,56.296443228454166,273.1846785225718,50,8,731,5107821.185,485.0,1447.0,50135.82079343365,11.259288645690834,667.0,1.09,"🟡 WARNING — Below reorder point, place order now"
S005,P0015,149.24623803009575,115.67931391279532,56.107701778385774,277.90697674418607,51,8,731,5473051.4185,505.0,1550.0,54474.87688098495,11.221540355677156,697.0,1.09,"🟡 WARNING — Below reorder point, place order now"
S005,P0016,139.29001367989056,111.57666150807475,54.21588235294117,278.40492476060194,51,6,731,5079796.572,487.0,1462.0,50840.85499316006,10.843176470588235,685.0,0.82,"🟡 WARNING — Below reorder point, place order now"
S005,P0017,137.28864569083447,108.61727514508995,55.03718194254446,282.60191518467855,50,10,731,4888402.784,474.0,1435.0,50110.355677154585,11.007436388508893,675.0,1.37,"🟡 WARNING — Below reorder point, place order now"
S005,P0018,134.15047879616964,109.7959966790991,55.0003830369357,270.77428180574555,50,7,731,4904397.5365,479.0,1418.0,48964.92476060192,11.000076607387141,667.0,0.96,"🟡 WARNING — Below reorder point, place order now"
S005,P0019,135.05335157318743,108.6579963160057,55.97362517099863,277.92612859097125,50,10,731,4979505.2325,474.0,1419.0,49294.47332421341,11.194725034199728,664.0,1.37,"🟡 WARNING — Below reorder point, place order now"
S005,P0020,138.6730506155951,111.1407158114971,55.280013679890565,283.9015047879617,50,7,731,5082406.6435,485.0,1456.0,50615.66347469221,11.056002735978113,677.0,0.96,"🟡 WARNING — Below reorder point, place order now"
